,Unnamed: 0,Month,DayofMonth,DayOfWeek,SchedDepTime,Carrier,TailNum,DepDelay,Origin,Distance
2157,2157,1,4,5,11,WN,N346SW,8,LAS,1
2158,2158,1,4,5,17,WN,N222WN,26,LAS,1
2159,2159,1,4,5,10,WN,N227WN,9,LAS,1
2160,2160,1,4,5,13,WN,N601WN,37,LAS,1
2161,2161,1,4,5,9,WN,N783SW,16,LAS,5
2162,2162,1,4,5,18,WN,N452WN,58,LAS,5
2163,2163,1,4,5,18,WN,N241WN,33,LAS,4
2164,2164,1,4,5,12,WN,N210WN,27,LAS,4
2165,2165,1,4,5,22,WN,N268WN,30,LAS,2
2166,2166,1,4,5,14,WN,N799SW,24,LAS,2
2167,2167,1,4,5,20,WN,N366SW,42,LAS,2
2168,2168,1,4,5,16,WN,N637SW,70,LAS,2
2169,2169,1,4,5,18,WN,N669SW,23,LAS,2
2170,2170,1,4,5,11,WN,N638SW,17,LAS,2
2171,2171,1,4,5,17,WN,N406WN,18,LAS,2
2172,2172,1,4,5,18,WN,N234WN,24,LAS,3
2173,2173,1,4,5,12,WN,N235WN,19,LAS,3
2174,2174,1,4,5,8,WN,N450WN,35,LAS,3
2175,2175,1,4,5,21,WN,N638SW,111,LAS,3
2176,2176,1,4,5,16,WN,N754SW,21,LAS,5
2177,2177,1,4,5,19,WN,N478WN,180,LAS,4
2178,2178,1,4,5,11,WN,N786SW,40,LAS,4
2179,2179,1,4,5,16,WN,N230WN,50,LAS,5
2180,2180,1,4,5,18,WN,N215WN,41,LAS,1
2181,2181,1,4,5,22,WN,N297WN,35,LAS,1
2182,2182,1,4,5,19,WN,N629SW,88,LAS,1
2183,2183,1,4,5,12,WN,N401WN,30,LAS,1
2184,2184,1,4,5,21,WN,N309SW,97,LAS,1
2185,2185,1,4,5,22,WN,N629SW,133,LAS,1
2186,2186,1,4,5,11,WN,N730SW,10,LAS,1
2187,2187,1,4,5,11,WN,N485WN,73,LAS,2
2188,2188,1,4,5,9,WN,N402WN,21,LAS,3
2189,2189,1,4,5,12,WN,N673AA,17,LAS,2
2190,2190,1,4,5,13,WN,N671SW,79,LAS,3
2191,2191,1,4,5,21,WN,N285WN,42,LAS,3
2192,2192,1,4,5,20,WN,N615SW,72,LAS,3
2193,2193,1,4,5,16,WN,N486WN,37,LAS,3
2194,2194,1,4,5,13,WN,N239WN,40,LAS,5
2195,2195,1,4,5,15,WN,N208WN,7,LAS,4
2196,2196,1,4,5,11,WN,N219WN,24,LAS,4
2197,2197,1,4,5,15,WN,N718SW,186,LAS,4
2198,2198,1,4,5,8,WN,N252WN,8,LAS,4
2199,2199,1,4,5,17,WN,N704SW,37,LAS,4
2200,2200,1,4,5,19,WN,N396SW,63,LAS,4
2201,2201,1,4,5,19,WN,N700GS,29,LAS,4
2202,2202,1,4,5,20,WN,N717SA,11,LAS,4
2203,2203,1,4,5,14,WN,N407WN,49,LAS,4
2204,2204,1,4,5,17,WN,N272WN,9,LAS,5
2205,2205,1,4,5,19,WN,N483WN,16,LAS,4
2206,2206,1,4,5,12,WN,N226WN,9,LAS,1
2207,2207,1,4,5,14,WN,N434WN,33,LAS,1
2208,2208,1,4,5,18,WN,N203WN,8,LAS,1
2209,2209,1,4,5,13,WN,N270WN,13,LAS,1
2210,2210,1,4,5,16,WN,N231WN,43,LAS,1
2211,2211,1,4,5,22,WN,N350SW,7,LAS,1
2212,2212,1,4,5,19,WN,N671SW,90,LAS,1
2213,2213,1,4,5,22,WN,N235WN,23,LAS,1
2214,2214,1,4,5,21,WN,N652SW,101,LAS,1
2215,2215,1,4,5,12,WN,N640SW,19,LAS,2
2216,2216,1,4,5,14,WN,N687SW,18,LAS,3
2217,2217,1,4,5,20,WN,N453WN,20,LAS,3
2218,2218,1,4,5,10,WN,N636WN,7,LAS,3
2219,2219,1,4,5,22,WN,N623SW,33,LAS,1
2220,2220,1,4,5,9,WN,N644SW,7,LAS,1
2221,2221,1,4,5,18,WN,N200WN,8,LAS,1
2222,2222,1,4,5,14,WN,N356SW,39,LAS,1
2223,2223,1,4,5,17,WN,N463WN,84,LAS,5
2224,2224,1,4,5,18,WN,N325SW,22,LAS,2
2225,2225,1,4,5,13,WN,N716SW,81,LAS,2
2226,2226,1,4,5,21,WN,N774SW,41,LAS,2
2227,2227,1,4,5,11,WN,N770SA,19,LAS,5
2228,2228,1,4,5,17,WN,N244WN,47,LAS,5
2229,2229,1,4,5,19,WN,N600WN,97,LAS,1
2230,2230,1,4,5,18,WN,N506SW,25,LAS,1
2231,2231,1,4,5,16,WN,N688SW,24,LAS,1
2232,2232,1,4,5,13,WN,N609SW,10,LAS,1
2233,2233,1,4,5,12,WN,N686SW,25,LAS,1
2234,2234,1,4,5,11,WN,N618WN,7,LAS,1
2235,2235,1,4,5,21,WN,N270WN,33,LAS,1
2236,2236,1,4,5,15,WN,N281WN,48,LAS,1
2237,2237,1,4,5,20,WN,N686SW,24,LAS,1
2238,2238,1,4,5,17,WN,N737JW,36,LAS,1
2239,2239,1,4,5,18,WN,N795SW,105,LAS,4
2240,2240,1,4,5,10,WN,N440LV,20,LAS,4
2241,2241,1,4,5,16,WN,N747SA,51,LAS,5
2242,2242,1,4,5,12,WN,N218WN,11,LAS,5
2243,2243,1,4,5,18,WN,N794SW,39,LAS,5
2244,2244,1,4,5,17,WN,N636WN,139,LAS,1
2245,2245,1,4,5,19,WN,N728SW,10,LAS,1
2246,2246,1,4,5,16,WN,N761RR,14,LAS,1
2247,2247,1,4,5,22,WN,N482WN,55,LAS,1
2248,2248,1,4,5,21,WN,N628SW,86,LAS,1
2249,2249,1,4,5,13,WN,N737JW,14,LAS,1
2250,2250,1,4,5,14,WN,N318SW,21,LAS,1
2251,2251,1,4,5,12,WN,N614SW,10,LAS,1
2252,2252,1,4,5,13,WN,N761RR,16,LAS,1
2253,2253,1,4,5,21,WN,N496WN,25,LAS,1
2254,2254,1,4,5,20,WN,N482WN,8,LAS,1
2255,2255,1,4,5,18,WN,N628SW,31,LAS,1
2256,2256,1,4,5,22,WN,N312SW,45,LAS,1
2257,2257,1,4,5,15,WN,N234WN,10,LAS,1
2258,2258,1,4,5,16,WN,N700GS,26,LAS,1
2259,2259,1,4,5,22,WN,N412WN,43,LAS,1
2260,2260,1,4,5,15,WN,N614SW,22,LAS,3
2261,2261,1,4,5,20,WN,N209WN,35,LAS,3
2262,2262,1,4,5,11,WN,N314SW,15,LAS,3
2263,2263,1,4,5,8,WN,N795SW,98,LAS,3
2264,2264,1,4,5,19,WN,N743SW,80,LAS,4
2265,2265,1,4,5,17,WN,N645SW,11,LAS,2
2266,2266,1,4,5,21,WN,N425LV,19,LAS,2
2267,2267,1,4,5,11,WN,N283WN,27,LAS,2
2268,2268,1,4,5,14,WN,N359SW,69,LAS,1
2269,2269,1,4,5,17,WN,N611SW,95,LAS,1
2270,2270,1,4,5,22,WN,N753SW,74,LAS,1
2271,2271,1,4,5,13,WN,N749SW,157,LAS,1
2272,2272,1,4,5,20,WN,N403WN,91,LAS,1
2273,2273,1,4,5,19,WN,N368SW,54,LAS,1
2274,2274,1,4,5,16,WN,N396SW,35,LAS,1
2275,2275,1,4,5,10,WN,N551WN,83,LAS,1
2276,2276,1,4,5,17,WN,N408WN,113,LAS,1
2277,2277,1,4,5,11,WN,N241WN,23,LAS,1
2278,2278,1,4,5,20,WN,N304SW,10,LAS,1
2279,2279,1,4,5,9,WN,N398SW,8,LAS,1
2280,2280,1,4,5,21,WN,N395SW,52,LAS,1
2281,2281,1,4,5,16,WN,N782SA,89,LAS,1
2282,2282,1,4,5,14,WN,N355SW,17,LAS,1
2283,2283,1,4,5,22,WN,N243WN,85,LAS,1
2284,2284,1,4,5,20,WN,N440LV,16,LAS,1
2285,2285,1,4,5,14,WN,N447WN,33,LAS,1
2286,2286,1,4,5,18,WN,N310SW,45,LAS,1
2287,2287,1,4,5,10,WN,N386SW,163,LAS,1
2288,2288,1,4,5,12,WN,N201LV,25,LAS,1
2289,2289,1,4,5,16,WN,N736SA,20,LAS,1
2290,2290,1,4,5,21,WN,N370SW,42,LAS,1
2291,2291,1,4,5,19,WN,N488WN,36,LAS,1
2292,2292,1,4,5,11,WN,N742SW,12,LAS,1
2293,2293,1,4,5,11,WN,N335SW,49,LAS,3
2294,2294,1,4,5,16,WN,N296WN,73,LAS,3
2295,2295,1,4,5,19,WN,N632SW,22,LAS,3
2296,2296,1,4,5,18,WN,N250WN,32,LAS,4
2297,2297,1,4,5,11,WN,N286WN,128,LAS,3
2298,2298,1,4,5,22,WN,N488WN,71,LAS,1
2299,2299,1,4,5,18,WN,N680AA,59,LAS,1
2300,2300,1,4,5,14,WN,N680AA,59,LAS,1
2301,2301,1,4,5,21,WN,N408WN,120,LAS,1
2302,2302,1,4,5,11,WN,N477WN,20,LAS,1
2303,2303,1,4,5,18,WN,N639SW,111,LAX,2
2304,2304,1,4,5,21,WN,N659SW,66,LAX,2
2305,2305,1,4,5,14,WN,N476WN,8,LAX,2
2306,2306,1,4,5,11,WN,N646SW,37,LAX,3
2307,2307,1,4,5,16,WN,N279WN,26,LAX,4
2308,2308,1,4,5,13,WN,N746SW,49,LAX,4
2309,2309,1,4,5,14,WN,N738CB,125,LAX,2
2310,2310,1,4,5,18,WN,N693SW,58,LAX,2
2311,2311,1,4,5,10,WN,N629SW,65,LAX,2
2312,2312,1,4,5,12,WN,N493WN,32,LAX,3
2313,2313,1,4,5,17,WN,N436WN,38,LAX,3
2314,2314,1,4,5,9,WN,N391SW,17,LAX,3
2315,2315,1,4,5,20,WN,N677AA,65,LAX,3
2316,2316,1,4,5,15,WN,N747SA,35,LAX,1
2317,2317,1,4,5,12,WN,N687SW,22,LAX,1
2318,2318,1,4,5,17,WN,N743SW,54,LAX,1
2319,2319,1,4,5,9,WN,N286WN,123,LAX,1
2320,2320,1,4,5,18,WN,N615SW,66,LAX,1
2321,2321,1,4,5,11,WN,N395SW,8,LAX,1
2322,2322,1,4,5,16,WN,N244WN,29,LAX,1
2323,2323,1,4,5,19,WN,N215WN,93,LAX,1
2324,2324,1,4,5,21,WN,N211WN,69,LAX,1
2325,2325,1,4,5,22,WN,N309SW,104,LAX,1
2326,2326,1,4,5,20,WN,N629SW,128,LAX,1
2327,2327,1,4,5,14,WN,N230WN,40,LAX,1
2328,2328,1,4,5,14,WN,N644SW,25,LAX,3
2329,2329,1,4,5,19,WN,N386SW,207,LAX,3
2330,2330,1,4,5,7,WN,N359SW,11,LAX,3
2331,2331,1,4,5,17,WN,N550WN,40,LAX,4
2332,2332,1,4,5,13,WN,N253WN,23,LAX,4
2333,2333,1,4,5,15,WN,N759GS,43,LAX,4
2334,2334,1,4,5,7,WN,N757LV,11,LAX,4
2335,2335,1,4,5,18,WN,N464WN,71,LAX,4
2336,2336,1,4,5,10,WN,N455WN,58,LAX,1
2337,2337,1,4,5,19,WN,N626SW,30,LAX,1
2338,2338,1,4,5,9,WN,N487WN,15,LAX,1
2339,2339,1,4,5,14,WN,N452WN,17,LAX,1
2340,2340,1,4,5,15,WN,N465WN,34,LAX,1
2341,2341,1,4,5,18,WN,N751SW,7,LAX,1
2342,2342,1,4,5,21,WN,N601WN,116,LAX,1
2343,2343,1,4,5,20,WN,N339SW,7,LAX,1
2344,2344,1,4,5,19,WN,N420WN,12,LAX,1
2345,2345,1,4,5,15,WN,N477WN,26,LAX,1
2346,2346,1,4,5,17,WN,N212WN,24,LAX,1
2347,2347,1,4,5,17,WN,N675AA,55,LAX,1
2348,2348,1,4,5,16,WN,N631SW,10,LAX,1
2349,2349,1,4,5,20,WN,N689SW,57,LAX,1
2350,2350,1,4,5,13,WN,N347SW,50,LAX,1
2351,2351,1,4,5,12,WN,N730SW,23,LAX,1
2352,2352,1,4,5,16,WN,N768SW,26,LAX,1
2353,2353,1,4,5,18,WN,N766SW,36,LAX,1
2354,2354,1,4,5,20,WN,N472WN,101,LAX,1
2355,2355,1,4,5,12,WN,N611SW,22,LAX,1
2356,2356,1,4,5,15,WN,N667SW,70,LAX,1
2357,2357,1,4,5,11,WN,N438WN,42,LAX,1
2358,2358,1,4,5,14,WN,N401WN,43,LAX,1
2359,2359,1,4,5,7,WN,N274WN,7,LAX,1
2360,2360,1,4,5,14,WN,N494WN,57,LAX,1
2361,2361,1,4,5,12,WN,N683SW,22,LAX,3
2362,2362,1,4,5,20,WN,N901WN,109,LAX,1
2363,2363,1,4,5,17,WN,N901WN,20,LAX,1
2364,2364,1,4,5,19,WN,N284WN,96,LAX,1
2365,2365,1,4,5,11,WN,N284WN,230,LAX,1
2366,2366,1,4,5,15,WN,N679AA,87,LAX,1
2367,2367,1,4,5,20,WN,N674AA,81,LAX,1
2368,2368,1,4,5,12,WN,N345SA,35,LAX,1
2369,2369,1,4,5,21,WN,N758SW,35,LAX,1
2370,2370,1,4,5,15,WN,N615SW,51,LAX,1
2371,2371,1,4,5,19,WN,N243WN,72,LAX,1
2372,2372,1,4,5,20,WN,N716SW,85,LAX,1
2373,2373,1,4,5,13,WN,N637SW,22,LAX,1
2374,2374,1,4,5,17,WN,N460WN,21,LAX,1
2375,2375,1,4,5,14,WN,N310SW,21,LAX,2
2376,2376,1,4,5,11,WN,N327SW,29,LAX,2
2377,2377,1,4,5,21,WN,N658SW,59,LAX,2
2378,2378,1,4,5,17,WN,N345SA,77,LAX,2
2379,2379,1,4,5,11,WN,N796SW,50,LAX,1
2380,2380,1,4,5,9,WN,N419WN,126,LAX,1
2381,2381,1,4,5,20,WN,N633SW,142,LAX,1
2382,2382,1,4,5,22,WN,N499WN,29,LAX,1
2383,2383,1,4,5,16,WN,N384SW,46,LAX,1
2384,2384,1,4,5,14,WN,N459WN,26,LAX,1
2385,2385,1,4,5,18,WN,N315SW,43,LAX,1
2386,2386,1,4,5,21,WN,N458WN,22,LAX,1
2387,2387,1,4,5,17,WN,N682SW,54,LAX,4
2388,2388,1,4,5,14,WN,N692SW,42,LAX,1
2389,2389,1,4,5,19,WN,N302SW,47,LAX,1
2390,2390,1,4,5,17,WN,N601WN,34,LAX,1
2391,2391,1,4,5,11,WN,N415WN,11,LAX,1
2392,2392,1,4,5,21,WN,N320SW,72,LAX,1
2393,2393,1,4,5,20,WN,N248WN,12,LBB,1
2394,2394,1,4,5,18,WN,N333SW,40,LBB,1
2395,2395,1,4,5,16,WN,N485WN,56,LBB,1
2396,2396,1,4,5,15,WN,N769SW,21,LIT,1
2397,2397,1,4,5,18,WN,N647SW,20,LIT,1
2398,2398,1,4,5,15,WN,N402WN,20,LIT,1
2399,2399,1,4,5,11,WN,N515SW,8,LIT,2
2400,2400,1,4,5,19,WN,N329SW,8,LIT,1
2401,2401,1,4,5,16,WN,N673AA,10,MAF,1
2402,2402,1,4,5,15,WN,N519SW,13,MAF,1
2403,2403,1,4,5,18,WN,N629SW,64,MAF,2
2404,2404,1,4,5,19,WN,N623SW,14,MCI,2
2405,2405,1,4,5,22,WN,N735SA,37,MCI,1
2406,2406,1,4,5,14,WN,N678AA,18,MCI,2
2407,2407,1,4,5,20,WN,N730SW,27,MCI,2
2408,2408,1,4,5,13,WN,N521SW,42,MCI,1
2409,2409,1,4,5,20,WN,N520SW,29,MCI,1
2410,2410,1,4,5,19,WN,N363SW,25,MCI,2
2411,2411,1,4,5,19,WN,N644SW,30,MCI,1
2412,2412,1,4,5,18,WN,N671SW,81,MCI,3
2413,2413,1,4,5,11,WN,N253WN,20,MCI,3
2414,2414,1,4,5,19,WN,N398SW,16,MCI,3
2415,2415,1,4,5,13,WN,N660SW,17,MCI,3
2416,2416,1,4,5,21,WN,N656SW,25,MCI,1
2417,2417,1,4,5,19,WN,N376SW,21,MCI,1
2418,2418,1,4,5,9,WN,N680AA,9,MCI,3
2419,2419,1,4,5,16,WN,N677AA,10,MCI,3
2420,2420,1,4,5,22,WN,N371SW,20,MCI,1
2421,2421,1,4,5,17,WN,N507SW,8,MCI,1
2422,2422,1,4,5,13,WN,N628SW,31,MCI,3
2423,2423,1,4,5,17,WN,N332SW,12,MCI,3
2424,2424,1,4,5,21,WN,N486WN,14,MCI,3
2425,2425,1,4,5,11,WN,N349SW,25,MCI,3
2426,2426,1,4,5,15,WN,N290WN,8,MCI,3
2427,2427,1,4,5,15,WN,N492WN,12,MCI,1
2428,2428,1,4,5,19,WN,N654SW,10,MCI,1
2429,2429,1,4,5,9,WN,N363SW,10,MCI,3
2430,2430,1,4,5,15,WN,N515SW,9,MCI,1
2431,2431,1,4,5,11,WN,N374SW,13,MCI,1
2432,2432,1,4,5,19,WN,N445WN,13,MCI,1
2433,2433,1,4,5,13,WN,N222WN,15,MCO,4
2434,2434,1,4,5,13,WN,N220WN,12,MCO,3
2435,2435,1,4,5,17,WN,N642WN,24,MCO,3
2436,2436,1,4,5,17,WN,N660SW,10,MCO,1
2437,2437,1,4,5,11,WN,N740SW,7,MCO,2
2438,2438,1,4,5,14,WN,N657SW,9,MCO,2
2439,2439,1,4,5,15,WN,N710SW,15,MCO,3
2440,2440,1,4,5,8,WN,N789SW,29,MCO,2
2441,2441,1,4,5,12,WN,N305SW,9,MCO,2
2442,2442,1,4,5,14,WN,N228WN,6,MCO,2
2443,2443,1,4,5,16,WN,N789SW,19,MCO,4
2444,2444,1,4,5,7,WN,N746SW,9,MCO,4
2445,2445,1,4,5,21,WN,N239WN,24,MCO,1
2446,2446,1,4,5,19,WN,N389SW,13,MCO,1
2447,2447,1,4,5,10,WN,N431WN,43,MCO,1
2448,2448,1,4,5,7,WN,N693SW,6,MCO,2
2449,2449,1,4,5,15,WN,N457WN,46,MCO,2
2450,2450,1,4,5,11,WN,N465WN,15,MCO,2
2451,2451,1,4,5,18,WN,N727SW,7,MCO,2
2452,2452,1,4,5,13,WN,N289CT,7,MCO,2
2453,2453,1,4,5,19,WN,N657SW,6,MCO,2
2454,2454,1,4,5,21,WN,N273WN,22,MCO,2
2455,2455,1,4,5,11,WN,N676SW,6,MCO,2
2456,2456,1,4,5,19,WN,N385SW,17,MCO,2
2457,2457,1,4,5,11,WN,N716SW,80,MCO,5
2458,2458,1,4,5,17,WN,N623SW,25,MCO,3
2459,2459,1,4,5,10,WN,N743SW,6,MCO,2
2460,2460,1,4,5,8,WN,N310SW,11,MCO,2
2461,2461,1,4,5,13,WN,N389SW,6,MCO,2
2462,2462,1,4,5,22,WN,N661SW,7,MCO,2
2463,2463,1,4,5,22,WN,N362SW,12,MCO,3
2464,2464,1,4,5,12,WN,N707SA,10,MCO,3
2465,2465,1,4,5,22,WN,N650SW,10,MCO,1
2466,2466,1,4,5,18,WN,N353SW,29,MCO,1
2467,2467,1,4,5,11,WN,N433LV,15,MCO,3
2468,2468,1,4,5,16,WN,N689SW,17,MCO,3
2469,2469,1,4,5,15,WN,N424WN,43,MCO,2
2470,2470,1,4,5,16,WN,N276WN,14,MCO,2
2471,2471,1,4,5,16,WN,N249WN,22,MDW,3
2472,2472,1,4,5,20,WN,N275WN,66,MDW,2
2473,2473,1,4,5,19,WN,N253WN,14,MDW,2
2474,2474,1,4,5,20,WN,N287WN,14,MDW,2
2475,2475,1,4,5,8,WN,N443WN,28,MDW,1
2476,2476,1,4,5,13,WN,N350SW,26,MDW,1
2477,2477,1,4,5,16,WN,N684WN,9,MDW,1
2478,2478,1,4,5,21,WN,N397SW,35,MDW,1
2479,2479,1,4,5,22,WN,N329SW,25,MDW,1
2480,2480,1,4,5,7,WN,N405WN,30,MDW,1
2481,2481,1,4,5,9,WN,N354SW,8,MDW,1
2482,2482,1,4,5,13,WN,N661SW,27,MDW,1
2483,2483,1,4,5,20,WN,N301SW,11,MDW,1
2484,2484,1,4,5,20,WN,N491WN,135,MDW,2
2485,2485,1,4,5,9,WN,N387SW,14,MDW,2
2486,2486,1,4,5,11,WN,N243WN,16,MDW,2
2487,2487,1,4,5,22,WN,N227WN,125,MDW,2
2488,2488,1,4,5,22,WN,N323SW,40,MDW,1
2489,2489,1,4,5,6,WN,N765SW,13,MDW,1
2490,2490,1,4,5,16,WN,N287WN,30,MDW,1
2491,2491,1,4,5,22,WN,N610WN,38,MDW,1
2492,2492,1,4,5,18,WN,N437WN,31,MDW,1
2493,2493,1,4,5,21,WN,N277WN,31,MDW,2
2494,2494,1,4,5,13,WN,N282WN,25,MDW,2
2495,2495,1,4,5,10,WN,N388SW,50,MDW,2
2496,2496,1,4,5,15,WN,N217JC,24,MDW,2
2497,2497,1,4,5,18,WN,N280WN,11,MDW,2
2498,2498,1,4,5,17,WN,N331SW,21,MDW,1
2499,2499,1,4,5,15,WN,N510SW,17,MDW,1
2500,2500,1,4,5,22,WN,N519SW,26,MDW,1
2501,2501,1,4,5,14,WN,N416WN,13,MDW,3
2502,2502,1,4,5,18,WN,N424WN,47,MDW,3
2503,2503,1,4,5,10,WN,N765SW,90,MDW,3
2504,2504,1,4,5,20,WN,N388SW,83,MDW,3
2505,2505,1,4,5,7,WN,N750SA,9,MDW,2
2506,2506,1,4,5,21,WN,N349SW,41,MDW,2
2507,2507,1,4,5,12,WN,N520SW,32,MDW,2
2508,2508,1,4,5,22,WN,N493WN,41,MDW,2
2509,2509,1,4,5,17,WN,N219WN,18,MDW,2
2510,2510,1,4,5,15,WN,N431WN,104,MDW,2
2511,2511,1,4,5,20,WN,N407WN,18,MDW,2
2512,2512,1,4,5,22,WN,N759GS,35,MDW,1
2513,2513,1,4,5,13,WN,N328SW,23,MDW,1
2514,2514,1,4,5,8,WN,N627SW,6,MDW,1
2515,2515,1,4,5,10,WN,N724SW,22,MDW,2
2516,2516,1,4,5,16,WN,N706SW,58,MDW,2
2517,2517,1,4,5,13,WN,N757LV,29,MDW,2
2518,2518,1,4,5,19,WN,N512SW,23,MDW,2
2519,2519,1,4,5,16,WN,N488WN,20,MDW,4
2520,2520,1,4,5,21,WN,N210WN,18,MDW,4
2521,2521,1,4,5,12,WN,N240WN,7,MDW,4
2522,2522,1,4,5,8,WN,N742SW,25,MDW,4
2523,2523,1,4,5,9,WN,N786SW,26,MDW,4
2524,2524,1,4,5,20,WN,N412WN,52,MDW,4
2525,2525,1,4,5,15,WN,N408WN,112,MDW,4
2526,2526,1,4,5,9,WN,N493WN,7,MDW,4
2527,2527,1,4,5,7,WN,N455WN,38,MDW,4
2528,2528,1,4,5,21,WN,N456WN,86,MDW,4
2529,2529,1,4,5,15,WN,N473WN,7,MDW,4
2530,2530,1,4,5,12,WN,N759GS,22,MDW,4
2531,2531,1,4,5,14,WN,N460WN,22,MDW,4
2532,2532,1,4,5,18,WN,N458WN,13,MDW,4
2533,2533,1,4,5,15,WN,N647SW,25,MDW,2
2534,2534,1,4,5,11,WN,N521SW,43,MDW,1
2535,2535,1,4,5,18,WN,N520SW,34,MDW,1
2536,2536,1,4,5,13,WN,N515SW,14,MDW,1
2537,2537,1,4,5,22,WN,N324SW,14,MDW,1
2538,2538,1,4,5,9,WN,N374SW,9,MDW,1
2539,2539,1,4,5,10,WN,N513SW,6,MDW,1
2540,2540,1,4,5,7,WN,N363SW,17,MDW,1
2541,2541,1,4,5,16,WN,N507SW,6,MDW,1
2542,2542,1,4,5,17,WN,N445WN,7,MDW,1
2543,2543,1,4,5,13,WN,N479WN,10,MDW,2
2544,2544,1,4,5,7,WN,N740SW,10,MDW,2
2545,2545,1,4,5,21,WN,N755SA,68,MDW,2
2546,2546,1,4,5,14,WN,N263WN,6,MDW,2
2547,2547,1,4,5,11,WN,N457WN,54,MDW,2
2548,2548,1,4,5,18,WN,N417WN,12,MDW,2
2549,2549,1,4,5,21,WN,N718SW,183,MDW,2
2550,2550,1,4,5,19,WN,N354SW,28,MDW,2
2551,2551,1,4,5,14,WN,N773SA,20,MDW,2
2552,2552,1,4,5,11,WN,N445WN,12,MDW,2
2553,2553,1,4,5,10,WN,N211WN,11,MDW,4
2554,2554,1,4,5,12,WN,N743SW,27,MDW,4
2555,2555,1,4,5,21,WN,N204WN,23,MDW,4
2556,2556,1,4,5,14,WN,N405WN,38,MDW,4
2557,2557,1,4,5,10,WN,N333SW,9,MDW,1
2558,2558,1,4,5,7,WN,N661SW,18,MDW,1
2559,2559,1,4,5,22,WN,N267WN,27,MDW,1
2560,2560,1,4,5,14,WN,N715SW,14,MDW,2
2561,2561,1,4,5,20,WN,N451WN,17,MDW,2
2562,2562,1,4,5,9,WN,N782SA,13,MDW,4
2563,2563,1,4,5,19,WN,N263WN,131,MDW,4
2564,2564,1,4,5,16,WN,N725SW,12,MDW,2
2565,2565,1,4,5,13,WN,N221WN,11,MDW,2
2566,2566,1,4,5,19,WN,N232WN,23,MDW,2
2567,2567,1,4,5,18,WN,N762SW,10,MDW,2
2568,2568,1,4,5,10,WN,N684WN,28,MDW,2
2569,2569,1,4,5,22,WN,N777QC,37,MDW,2
2570,2570,1,4,5,9,WN,N484WN,15,MDW,3
2571,2571,1,4,5,7,WN,N468WN,13,MDW,3
2572,2572,1,4,5,16,WN,N254WN,29,MDW,3
2573,2573,1,4,5,21,WN,N902WN,39,MDW,3
2574,2574,1,4,5,13,WN,N259WN,13,MDW,3
2575,2575,1,4,5,22,WN,N220WN,18,MDW,3
2576,2576,1,4,5,11,WN,N464WN,75,MDW,3
2577,2577,1,4,5,21,WN,N492WN,136,MDW,1
2578,2578,1,4,5,12,WN,N254WN,6,MDW,1
2579,2579,1,4,5,18,WN,N220WN,10,MDW,1
2580,2580,1,4,5,7,WN,N716SW,11,MDW,1
2581,2581,1,4,5,21,WN,N673AA,79,MDW,2
2582,2582,1,4,5,13,WN,N753SW,8,MDW,2
2583,2583,1,4,5,16,WN,N388SW,49,MDW,2
2584,2584,1,4,5,21,WN,N271WN,61,MDW,2
2585,2585,1,4,5,8,WN,N766SW,35,MDW,2
2586,2586,1,4,5,15,WN,N497WN,14,MDW,4
2587,2587,1,4,5,13,WN,N727SW,6,MDW,3
2588,2588,1,4,5,20,WN,N255WN,21,MDW,3
2589,2589,1,4,5,10,WN,N287WN,7,MDW,3
2590,2590,1,4,5,13,WN,N472WN,22,MDW,4
2591,2591,1,4,5,7,WN,N492WN,31,MDW,4
2592,2592,1,4,5,19,WN,N715SW,76,MDW,4
2593,2593,1,4,5,19,WN,N431WN,96,MDW,3
2594,2594,1,4,5,21,WN,N208WN,21,MDW,1
2595,2595,1,4,5,7,WN,N652SW,7,MDW,1
2596,2596,1,4,5,20,WN,N274WN,37,MDW,4
2597,2597,1,4,5,11,WN,N735SA,41,MDW,4
2598,2598,1,4,5,8,WN,N762SW,14,MDW,4
2599,2599,1,4,5,20,WN,N710SW,72,MDW,4
2600,2600,1,4,5,14,WN,N478WN,168,MDW,4
2601,2601,1,4,5,10,WN,N491WN,139,MDW,4
2602,2602,1,4,5,8,WN,N732SW,10,MDW,4
2603,2603,1,4,5,19,WN,N221WN,29,MDW,4
2604,2604,1,4,5,10,WN,N426WN,7,MDW,3
2605,2605,1,4,5,17,WN,N289CT,39,MDW,3
2606,2606,1,4,5,9,WN,N407WN,15,MDW,4
2607,2607,1,4,5,10,WN,N712SW,11,MDW,1
2608,2608,1,4,5,22,WN,N509SW,21,MDW,1
2609,2609,1,4,5,15,WN,N334SW,14,MDW,1
2610,2610,1,4,5,9,WN,N207WN,10,MDW,2
2611,2611,1,4,5,14,WN,N444WN,10,MDW,2
2612,2612,1,4,5,21,WN,N265WN,84,MDW,2
2613,2613,1,4,5,11,WN,N215WN,26,MDW,2
2614,2614,1,4,5,12,WN,N231WN,21,MDW,3
2615,2615,1,4,5,19,WN,N278WN,8,MDW,3
2616,2616,1,4,5,22,WN,N354SW,16,MHT,1
2617,2617,1,4,5,9,WN,N674AA,12,MHT,1
2618,2618,1,4,5,15,WN,N499WN,12,MHT,1
2619,2619,1,4,5,18,WN,N773SA,9,MHT,1
2620,2620,1,4,5,14,WN,N432WN,11,MHT,1
